Entry	Entry name	Protein names	Gene names	Gene names  (primary )
P78329	CP4F2_HUMAN	Cytochrome P450 4F2 (EC 1.14.14.1) (20-hydroxyeicosatetraenoic acid synthase) (20-HETE synthase) (Arachidonic acid omega-hydroxylase) (CYPIVF2) (Cytochrome P450-LTB-omega) (Docosahexaenoic acid omega-hydroxylase) (EC 1.14.14.79) (Leukotriene-B(4) 20-monooxygenase 1) (Leukotriene-B(4) omega-hydroxylase 1) (EC 1.14.14.94) (Phylloquinone omega-hydroxylase CYP4F2) (EC 1.14.14.78)	CYP4F2	CYP4F2
Q9BU20	CPLN2_HUMAN	Ciliogenesis and planar polarity effector 2 (REM2- and Rab-like small GTPase 1)	CPLANE2 C1orf89 RSG1	CPLANE2
Q9BZP3	CR002_HUMAN	Putative uncharacterized protein encoded by LINC00470	LINC00470 C18orf2	LINC00470
Q8TCG5	CPT1C_HUMAN	Carnitine O-palmitoyltransferase 1, brain isoform (CPT1-B) (EC 2.3.1.21) (CPT IC) (Carnitine O-palmitoyltransferase I, brain isoform) (CPTI-B) (Carnitine palmitoyltransferase 1C)	CPT1C CATL1	CPT1C
Q86YQ8	CPNE8_HUMAN	Copine-8 (Copine VIII)	CPNE8	CPNE8
Q9HCH3	CPNE5_HUMAN	Copine-5 (Copine V)	CPNE5 KIAA1599	CPNE5
Q9UNU6	CP8B1_HUMAN	7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase (EC 1.14.18.8) (7-alpha-hydroxy-4-cholesten-3-one 12-alpha-hydroxylase) (CYPVIIIB1) (Cytochrome P450 8B1) (Sterol 12-alpha-hydroxylase)	CYP8B1 CYP12	CYP8B1
A4D0V7	CPED1_HUMAN	Cadherin-like and PC-esterase domain-containing protein 1	CPED1 C7orf58 UNQ9432/PRO34713	CPED1
P59091	CU093_HUMAN	Putative uncharacterized protein encoded by LINC00315	LINC00315 C21orf93 NCRNA00315	LINC00315
P08034	CXB1_HUMAN	Gap junction beta-1 protein (Connexin-32) (Cx32) (GAP junction 28 kDa liver protein)	GJB1 CX32	GJB1
Q6GPI1	CTRB2_HUMAN	Chymotrypsinogen B2 (EC 3.4.21.1) [Cleaved into: Chymotrypsin B2 chain A; Chymotrypsin B2 chain B; Chymotrypsin B2 chain C]	CTRB2	CTRB2
Q9H7T0	CTSRB_HUMAN	Cation channel sperm-associated protein subunit beta (CatSper-beta)	CATSPERB C14orf161	CATSPERB
Q8NEC5	CTSR1_HUMAN	Cation channel sperm-associated protein 1 (CatSper1) (hCatSper)	CATSPER1	CATSPER1
Q86UF2	CTGE6_HUMAN	cTAGE family member 6 (Protein cTAGE-6)	CTAGE6 CTAGE6P	CTAGE6
Q7Z7A3	CTU1_HUMAN	Cytoplasmic tRNA 2-thiolation protein 1 (EC 2.7.7.-) (ATP-binding domain-containing protein 3) (Cancer-associated gene protein) (Cytoplasmic tRNA adenylyltransferase 1)	CTU1 ATPBD3 NCS6	CTU1
Q69YQ0	CYTSA_HUMAN	Cytospin-A (Renal carcinoma antigen NY-REN-22) (Sperm antigen with calponin homology and coiled-coil domains 1-like) (SPECC1-like protein)	SPECC1L CYTSA KIAA0376	SPECC1L
O60716	CTND1_HUMAN	Catenin delta-1 (Cadherin-associated Src substrate) (CAS) (p120 catenin) (p120(ctn)) (p120(cas))	CTNND1 KIAA0384	CTNND1
Q9H4G1	CST9L_HUMAN	Cystatin-9-like (Testatin)	CST9L CTES7B UNQ1835/PRO3543	CST9L
P35663	CYLC1_HUMAN	Cylicin-1 (Cylicin I) (Multiple-band polypeptide I)	CYLC1 CYL CYL1	CYLC1
Q96C57	CSTOS_HUMAN	Protein CUSTOS	CUSTOS C12orf43	CUSTOS
Q6P5X5	CV039_HUMAN	UPF0545 protein C22orf39	C22orf39	C22orf39
Q9P013	CWC15_HUMAN	Spliceosome-associated protein CWC15 homolog	CWC15 C11orf5 AD-002 HSPC148	CWC15
Q5HYN5	CT451_HUMAN	Cancer/testis antigen family 45 member A1 (Cancer/testis antigen 45-1) (Cancer/testis antigen 45A1)	CT45A1 CT45-1	CT45A1
Q5JQC4	CT47A_HUMAN	Cancer/testis antigen 47A (Cancer/testis antigen 47) (CT47)	CT47A1 CT47.1; CT47A2 CT47.2; CT47A3 CT47.3; CT47A4 CT47.4; CT47A5 CT47.5; CT47A6 CT47.6; CT47A7 CT47.7; CT47A8 CT47.8; CT47A9 CT47.9; CT47A10 CT47.10; CT47A11 CT47.11; CT47A12 CT47.12	CT47A1; CT47A2; CT47A3; CT47A4; CT47A5; CT47A6; CT47A7; CT47A8; CT47A9; CT47A10; CT47A11; CT47A12
Q8WUS8	D42E1_HUMAN	Short-chain dehydrogenase/reductase family 42E member 1 (EC 1.1.1.-)	SDR42E1 HSPC105	SDR42E1
Q8IV53	DEN1C_HUMAN	DENN domain-containing protein 1C (Connecdenn 3) (Protein FAM31C)	DENND1C FAM31C	DENND1C
A4D1U4	DEN11_HUMAN	DENN domain-containing protein 11 (DENND11) (Protein LCHN)	DENND11 KIAA1147 LCHN	DENND11
Q9BVC3	DCC1_HUMAN	Sister chromatid cohesion protein DCC1 (Defective in sister chromatid cohesion protein 1 homolog)	DSCC1 DCC1 UNQ9337/PRO34008	DSCC1
Q3SXM0	DC4L1_HUMAN	DDB1- and CUL4-associated factor 4-like protein 1 (WD repeat-containing protein 21B)	DCAF4L1 WDR21B	DCAF4L1
Q9BTE7	DCNL5_HUMAN	DCN1-like protein 5 (DCNL5) (DCUN1 domain-containing protein 5) (Defective in cullin neddylation protein 1-like protein 5) (Squamous cell carcinoma-related oncogene 5)	DCUN1D5 SCCRO5	DCUN1D5
Q9H0S4	DDX47_HUMAN	Probable ATP-dependent RNA helicase DDX47 (EC 3.6.4.13) (DEAD box protein 47)	DDX47	DDX47
Q8NFT8	DNER_HUMAN	Delta and Notch-like epidermal growth factor-related receptor	DNER BET UNQ262/PRO299	DNER
P37058	DHB3_HUMAN	Testosterone 17-beta-dehydrogenase 3 (EC 1.1.1.64) (17-beta-hydroxysteroid dehydrogenase type 3) (17-beta-HSD 3) (Estradiol 17-beta-dehydrogenase 2) (EC 1.1.1.62) (Short chain dehydrogenase/reductase family 12C member 2) (Testicular 17-beta-hydroxysteroid dehydrogenase)	HSD17B3 EDH17B3 SDR12C2	HSD17B3
Q9P1A6	DLGP2_HUMAN	Disks large-associated protein 2 (DAP-2) (PSD-95/SAP90-binding protein 2) (SAP90/PSD-95-associated protein 2) (SAPAP2)	DLGAP2 C8orf68 DAP2 ERICH1-AS1	DLGAP2
Q96QD5	DEPD7_HUMAN	DEP domain-containing protein 7 (Protein TR2/D15)	DEPDC7	DEPDC7
Q9NTK1	DEPP1_HUMAN	Protein DEPP1 (Decidual protein induced by progesterone) (Fasting-induced gene protein) (FIG)	DEPP1 C10orf10 DEPP FIG	DEPP1
P28067	DMA_HUMAN	HLA class II histocompatibility antigen, DM alpha chain (MHC class II antigen DMA) (Really interesting new gene 6 protein)	HLA-DMA DMA RING6	HLA-DMA
Q01718	ACTHR_HUMAN	Adrenocorticotropic hormone receptor (ACTH receptor) (ACTH-R) (Adrenocorticotropin receptor) (Melanocortin receptor 2) (MC2-R)	MC2R ACTHR	MC2R
Q2TAA5	ALG11_HUMAN	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase (EC 2.4.1.131) (Asparagine-linked glycosylation protein 11 homolog) (Glycolipid 2-alpha-mannosyltransferase)	ALG11 GT8	ALG11
P08697	A2AP_HUMAN	Alpha-2-antiplasmin (Alpha-2-AP) (Alpha-2-plasmin inhibitor) (Alpha-2-PI) (Serpin F2)	SERPINF2 AAP PLI	SERPINF2
Q9H568	ACTL8_HUMAN	Actin-like protein 8 (Cancer/testis antigen 57) (CT57)	ACTL8	ACTL8
Q8N944	AMER3_HUMAN	APC membrane recruitment protein 3 (Amer3) (Protein FAM123C)	AMER3 FAM123C	AMER3
Q86TW2	ADCK1_HUMAN	AarF domain-containing protein kinase 1 (EC 2.7.-.-)	ADCK1	ADCK1
P62330	ARF6_HUMAN	ADP-ribosylation factor 6	ARF6	ARF6
Q75V66	ANO5_HUMAN	Anoctamin-5 (Gnathodiaphyseal dysplasia 1 protein) (Transmembrane protein 16E)	ANO5 GDD1 TMEM16E	ANO5
Q9Y6Z5	AFDDT_HUMAN	Putative uncharacterized protein AFDN-DT (AFDN divergent transcript) (Protein HGC6.4)	AFDN-DT AFDN-AS1 C6orf124	AFDN-DT
Q8WTP8	AEN_HUMAN	Apoptosis-enhancing nuclease (EC 3.1.-.-) (Interferon-stimulated 20 kDa exonuclease-like 1)	AEN ISG20L1 SBBI58	AEN
Q96P64	AGAP4_HUMAN	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 4 (AGAP-4) (Centaurin-gamma-like family member 1) (Centaurin-gamma-like family member 5)	AGAP4 AGAP8 CTGLF1 CTGLF5 MRIP2	AGAP4
Q9NXW9	ALKB4_HUMAN	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-)	ALKBH4 ABH4	ALKBH4
O43506	ADA20_HUMAN	Disintegrin and metalloproteinase domain-containing protein 20 (ADAM 20) (EC 3.4.24.-)	ADAM20	ADAM20
Q92974	ARHG2_HUMAN	Rho guanine nucleotide exchange factor 2 (Guanine nucleotide exchange factor H1) (GEF-H1) (Microtubule-regulated Rho-GEF) (Proliferating cell nucleolar antigen p40)	ARHGEF2 KIAA0651 LFP40	ARHGEF2
Q8IZT6	ASPM_HUMAN	Abnormal spindle-like microcephaly-associated protein (Abnormal spindle protein homolog) (Asp homolog)	ASPM MCPH5	ASPM
Q16720	AT2B3_HUMAN	Plasma membrane calcium-transporting ATPase 3 (PMCA3) (EC 7.2.2.10) (Plasma membrane calcium ATPase isoform 3) (Plasma membrane calcium pump isoform 3)	ATP2B3	ATP2B3
A8MZ97	CB074_HUMAN	Uncharacterized protein C2orf74	C2orf74	C2orf74
O00626	CCL22_HUMAN	C-C motif chemokine 22 (CC chemokine STCP-1) (MDC(1-69)) (Macrophage-derived chemokine) (Small-inducible cytokine A22) (Stimulated T-cell chemotactic protein 1) [Cleaved into: MDC(3-69); MDC(5-69); MDC(7-69)]	CCL22 MDC SCYA22 A-152E5.1	CCL22
Q12864	CAD17_HUMAN	Cadherin-17 (Intestinal peptide-associated transporter HPT-1) (Liver-intestine cadherin) (LI-cadherin)	CDH17	CDH17
A6NKD9	CC85C_HUMAN	Coiled-coil domain-containing protein 85C	CCDC85C	CCDC85C
Q8NAE3	CA180_HUMAN	Putative uncharacterized protein encoded by LINC01555	LINC01555 C1orf180	LINC01555
Q16627	CCL14_HUMAN	C-C motif chemokine 14 (Chemokine CC-1/CC-3) (HCC-1/HCC-3) (HCC-1(1-74)) (NCC-2) (Small-inducible cytokine A14) [Cleaved into: HCC-1(3-74); HCC-1(4-74); HCC-1(9-74)]	CCL14 NCC2 SCYA14	CCL14
P19022	CADH2_HUMAN	Cadherin-2 (CDw325) (Neural cadherin) (N-cadherin) (CD antigen CD325)	CDH2 CDHN NCAD	CDH2
Q49A88	CCD14_HUMAN	Coiled-coil domain-containing protein 14	CCDC14	CCDC14
Q8N1D5	CA158_HUMAN	Uncharacterized protein C1orf158	C1orf158	C1orf158
Q9Y6J0	CABIN_HUMAN	Calcineurin-binding protein cabin-1 (Calcineurin inhibitor) (CAIN)	CABIN1 KIAA0330	CABIN1
P08311	CATG_HUMAN	Cathepsin G (CG) (EC 3.4.21.20)	CTSG	CTSG
Q6ZSJ8	CA122_HUMAN	Uncharacterized protein C1orf122 (Protein ALAESM)	C1orf122	C1orf122
Q8WUX9	CHMP7_HUMAN	Charged multivesicular body protein 7 (Chromatin-modifying protein 7)	CHMP7	CHMP7
Q9HCK8	CHD8_HUMAN	Chromodomain-helicase-DNA-binding protein 8 (CHD-8) (EC 3.6.4.12) (ATP-dependent helicase CHD8) (Helicase with SNF2 domain 1)	CHD8 HELSNF1 KIAA1564	CHD8
Q9Y6K0	CEPT1_HUMAN	Choline/ethanolaminephosphotransferase 1 (hCEPT1) (EC 2.7.8.1) (EC 2.7.8.2)	CEPT1 PRO1101	CEPT1
Q9H444	CHM4B_HUMAN	Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b) (SNF7 homolog associated with Alix 1) (SNF7-2) (hSnf7-2) (Vacuolar protein sorting-associated protein 32-2) (Vps32-2) (hVps32-2)	CHMP4B C20orf178 SHAX1	CHMP4B
Q96GE4	CEP95_HUMAN	Centrosomal protein of 95 kDa (Cep95) (Coiled-coil domain-containing protein 45)	CEP95 CCDC45 CEP45	CEP95
Q9Y4M8	CH071_HUMAN	Putative uncharacterized protein encoded by LINC00588	LINC00588 C8orf71	LINC00588
P30203	CD6_HUMAN	T-cell differentiation antigen CD6 (T12) (TP120) (CD antigen CD6) [Cleaved into: Soluble CD6]	CD6	CD6
Q5JTZ5	CI152_HUMAN	Uncharacterized protein C9orf152	C9orf152	C9orf152
Q96FF9	CDCA5_HUMAN	Sororin (Cell division cycle-associated protein 5) (p35)	CDCA5	CDCA5
Q96KT6	CH014_HUMAN	Putative uncharacterized protein encoded by LINC00208	LINC00208 C8orf14 NCRNA00208	LINC00208
Q9H7U1	CCSE2_HUMAN	Serine-rich coiled-coil domain-containing protein 2 (Coiled-coil serine-rich protein 2) (Protein GCAP14 homolog)	CCSER2 FAM190B KIAA1128 NPD012	CCSER2
Q8N0S6	CENPL_HUMAN	Centromere protein L (CENP-L) (Interphase centromere complex protein 33)	CENPL C1orf155 ICEN33	CENPL
Q99467	CD180_HUMAN	CD180 antigen (Lymphocyte antigen 64) (Radioprotective 105 kDa protein) (CD antigen CD180)	CD180 LY64 RP105	CD180
Q6YHK3	CD109_HUMAN	CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)	CD109 CPAMD7	CD109
P20963	CD3Z_HUMAN	T-cell surface glycoprotein CD3 zeta chain (T-cell receptor T3 zeta chain) (CD antigen CD247)	CD247 CD3Z T3Z TCRZ	CD247
P14635	CCNB1_HUMAN	G2/mitotic-specific cyclin-B1	CCNB1 CCNB	CCNB1
P32246	CCR1_HUMAN	C-C chemokine receptor type 1 (C-C CKR-1) (CC-CKR-1) (CCR-1) (CCR1) (HM145) (LD78 receptor) (Macrophage inflammatory protein 1-alpha receptor) (MIP-1alpha-R) (RANTES-R) (CD antigen CD191)	CCR1 CMKBR1 CMKR1 SCYAR1	CCR1
Q96F83	CLBA1_HUMAN	Uncharacterized protein CLBA1 (Clathrin-binding box of aftiphilin-containing protein 1)	CLBA1 C14orf79	CLBA1
P08123	CO1A2_HUMAN	Collagen alpha-2(I) chain (Alpha-2 type I collagen)	COL1A2	COL1A2
Q53SF7	COBL1_HUMAN	Cordon-bleu protein-like 1	COBLL1 KIAA0977	COBLL1
Q9BZ76	CNTP3_HUMAN	Contactin-associated protein-like 3 (Cell recognition molecule Caspr3)	CNTNAP3 CASPR3 KIAA1714	CNTNAP3
Q9UBD9	CLCF1_HUMAN	Cardiotrophin-like cytokine factor 1 (B-cell-stimulating factor 3) (BSF-3) (Novel neurotrophin-1) (NNT-1)	CLCF1 BSF3 CLC NNT1	CLCF1
Q96RK0	CIC_HUMAN	Protein capicua homolog	CIC KIAA0306	CIC
A8K4G0	CLM7_HUMAN	CMRF35-like molecule 7 (CLM-7) (CD300 antigen-like family member B) (CMRF35-A2) (Immune receptor expressed on myeloid cells 3) (IREM-3) (Leukocyte mono-Ig-like receptor 5) (Triggering receptor expressed on myeloid cells 5) (TREM-5) (CD antigen CD300b)	CD300LB CD300B CLM7 CMRF35A2 IREM3 LMIR5 TREM5 UNQ2530/PRO6029	CD300LB
Q9NRU3	CNNM1_HUMAN	Metal transporter CNNM1 (Ancient conserved domain-containing protein 1) (Cyclin-M1)	CNNM1 ACDP1	CNNM1
Q5VZT2	CJ113_HUMAN	Putative uncharacterized protein C10orf113	C10orf113	C10orf113
P24311	COX7B_HUMAN	Cytochrome c oxidase subunit 7B, mitochondrial (Cytochrome c oxidase polypeptide VIIb)	COX7B	COX7B
Q9BSU1	CP070_HUMAN	UPF0183 protein C16orf70	C16orf70 C16orf6	C16orf70
O43186	CRX_HUMAN	Cone-rod homeobox protein	CRX CORD2	CRX
Q96JB2	COG3_HUMAN	Conserved oligomeric Golgi complex subunit 3 (COG complex subunit 3) (Component of oligomeric Golgi complex 3) (Vesicle-docking protein SEC34 homolog) (p94)	COG3 SEC34	COG3
Q9UKL4	CXD2_HUMAN	Gap junction delta-2 protein (Connexin-36) (Cx36) (Gap junction alpha-9 protein)	GJD2 GJA9	GJD2
A4FU28	CTGE9_HUMAN	cTAGE family member 9 (Protein cTAGE-9)	CTAGE9	CTAGE9
Q96RT6	CTGE2_HUMAN	cTAGE family member 2 (Protein cTAGE-2) (Cancer/testis antigen 21.2) (CT21.2)	CTAGE1 CTAGE2	CTAGE1
P32302	CXCR5_HUMAN	C-X-C chemokine receptor type 5 (CXC-R5) (CXCR-5) (Burkitt lymphoma receptor 1) (Monocyte-derived receptor 15) (MDR-15) (CD antigen CD185)	CXCR5 BLR1 MDR15	CXCR5
Q13620	CUL4B_HUMAN	Cullin-4B (CUL-4B)	CUL4B KIAA0695	CUL4B
P0C5K6	CT18_HUMAN	Putative tumor antigen NA88-A (Cancer/testis antigen 18) (CT18)	VENTXP1	VENTXP1
Q9UIA0	CYH4_HUMAN	Cytohesin-4 (PH, SEC7 and coiled-coil domain-containing protein 4)	CYTH4 CYT4 PSCD4	CYTH4
Q6IC83	CV042_HUMAN	Uncharacterized protein C22orf42	C22orf42	C22orf42
Q8TEB1	DCA11_HUMAN	DDB1- and CUL4-associated factor 11 (WD repeat-containing protein 23)	DCAF11 WDR23 GL014 PRO2389	DCAF11
Q8WTU0	DDI1_HUMAN	Protein DDI1 homolog 1 (EC 3.4.23.-)	DDI1	DDI1
Q9NPI6	DCP1A_HUMAN	mRNA-decapping enzyme 1A (EC 3.-.-.-) (Smad4-interacting transcriptional co-activator) (Transcription factor SMIF)	DCP1A SMIF	DCP1A
Q6PK57	DMP34_HUMAN	Putative GED domain-containing protein DNM1P34 (DNM1 pseudogene 34)	DNM1P34	DNM1P34
Q5VTH9	DNAI4_HUMAN	Dynein intermediate chain 4, axonemal (Dynein axonemal intermediate chain 4) (WD repeat-containing protein 78)	DNAI4 WDR78	DNAI4
Q5VZB9	DMRTA_HUMAN	Doublesex- and mab-3-related transcription factor A1	DMRTA1 DMO	DMRTA1
Q96F81	DISP1_HUMAN	Protein dispatched homolog 1	DISP1 DISPA	DISP1
Q14565	DMC1_HUMAN	Meiotic recombination protein DMC1/LIM15 homolog	DMC1 DMC1H LIM15	DMC1
P55265	DSRAD_HUMAN	Double-stranded RNA-specific adenosine deaminase (DRADA) (EC 3.5.4.37) (136 kDa double-stranded RNA-binding protein) (p136) (Interferon-inducible protein 4) (IFI-4) (K88DSRBP)	ADAR ADAR1 DSRAD G1P1 IFI4	ADAR
Q02413	DSG1_HUMAN	Desmoglein-1 (Cadherin family member 4) (Desmosomal glycoprotein 1) (DG1) (DGI) (Pemphigus foliaceus antigen)	DSG1 CDHF4	DSG1
Q9H2P0	ADNP_HUMAN	Activity-dependent neuroprotector homeobox protein (Activity-dependent neuroprotective protein)	ADNP ADNP1 KIAA0784	ADNP
P47895	AL1A3_HUMAN	Aldehyde dehydrogenase family 1 member A3 (EC 1.2.1.36) (Aldehyde dehydrogenase 6) (Retinaldehyde dehydrogenase 3) (RALDH-3) (RalDH3)	ALDH1A3 ALDH6	ALDH1A3
P24298	ALAT1_HUMAN	Alanine aminotransferase 1 (ALT1) (EC 2.6.1.2) (Glutamate pyruvate transaminase 1) (GPT 1) (Glutamic--alanine transaminase 1) (Glutamic--pyruvic transaminase 1)	GPT AAT1 GPT1	GPT
Q6IQ32	ADNP2_HUMAN	Activity-dependent neuroprotector homeobox protein 2 (ADNP homeobox protein 2) (Zinc finger protein 508)	ADNP2 KIAA0863 ZNF508	ADNP2
Q9UKF2	ADA30_HUMAN	Disintegrin and metalloproteinase domain-containing protein 30 (ADAM 30) (EC 3.4.24.-)	ADAM30 UNQ2509/PRO5997	ADAM30
P08588	ADRB1_HUMAN	Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor)	ADRB1 ADRB1R B1AR	ADRB1
Q5VUY0	ADCL3_HUMAN	Arylacetamide deacetylase-like 3 (EC 3.1.1.-)	AADACL3	AADACL3
O00213	APBB1_HUMAN	Amyloid-beta A4 precursor protein-binding family B member 1 (Protein Fe65)	APBB1 FE65 RIR	APBB1
Q9NVM4	ANM7_HUMAN	Protein arginine N-methyltransferase 7 (EC 2.1.1.321) (Histone-arginine N-methyltransferase PRMT7) ([Myelin basic protein]-arginine N-methyltransferase PRMT7)	PRMT7 KIAA1933	PRMT7
Q6UWY0	ARSK_HUMAN	Arylsulfatase K (ASK) (EC 3.1.6.-) (Telethon sulfatase)	ARSK TSULF UNQ630/PRO1246	ARSK
P05026	AT1B1_HUMAN	Sodium/potassium-transporting ATPase subunit beta-1 (Sodium/potassium-dependent ATPase subunit beta-1)	ATP1B1 ATP1B	ATP1B1
Q6E213	AWAT2_HUMAN	Acyl-CoA wax alcohol acyltransferase 2 (EC 2.3.1.75) (11-cis-specific retinyl-ester synthase) (11-cis-RE-synthase) (Acyl-CoA retinol O-fatty-acyltransferase) (ARAT) (Retinol O-fatty-acyltransferase) (EC 2.3.1.76) (Diacylglycerol O-acyltransferase 2-like protein 4) (Diacylglycerol O-acyltransferase candidate 4) (hDC4) (Long-chain-alcohol O-fatty-acyltransferase 2) (Multifunctional O-acyltransferase) (Wax synthase) (hWS)	AWAT2 DC4 DGAT2L4 MFAT WS	AWAT2
Q9Y6F7	CDY2_HUMAN	Testis-specific chromodomain protein Y 2 (EC 2.3.1.48)	CDY2A CDY2; CDY2B	CDY2A; CDY2B
P27482	CALL3_HUMAN	Calmodulin-like protein 3 (CaM-like protein) (CLP) (Calmodulin-related protein NB-1)	CALML3	CALML3
Q9NS00	C1GLT_HUMAN	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 (EC 2.4.1.122) (B3Gal-T8) (Core 1 O-glycan T-synthase) (Core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase 1) (Beta-1,3-galactosyltransferase) (Core 1 beta1,3-galactosyltransferase 1) (C1GalT1) (Core 1 beta3-Gal-T1)	C1GALT1	C1GALT1
A8MTB9	CEA18_HUMAN	Carcinoembryonic antigen-related cell adhesion molecule 18	CEACAM18	CEACAM18
Q99626	CDX2_HUMAN	Homeobox protein CDX-2 (CDX-3) (Caudal-type homeobox protein 2)	CDX2 CDX3	CDX2
A6NGY3	CE052_HUMAN	Uncharacterized protein C5orf52	C5orf52	C5orf52
Q86SI9	CEI_HUMAN	Protein CEI (Coordinated expression to IRXA2 protein)	C5orf38 CEI	C5orf38
Q6P2H3	CEP85_HUMAN	Centrosomal protein of 85 kDa (Cep85) (Coiled-coil domain-containing protein 21)	CEP85 CCDC21	CEP85
Q9GZX3	CHST6_HUMAN	Carbohydrate sulfotransferase 6 (EC 2.8.2.-) (Corneal N-acetylglucosamine-6-O-sulfotransferase) (C-GlcNAc6ST) (hCGn6ST) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 4-beta) (GST4-beta) (N-acetylglucosamine 6-O-sulfotransferase 5) (GlcNAc6ST-5) (Gn6st-5)	CHST6	CHST6
A5YKK6	CNOT1_HUMAN	CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1) (Negative regulator of transcription subunit 1 homolog) (NOT1H) (hNOT1)	CNOT1 CDC39 KIAA1007 NOT1 AD-005	CNOT1
P15391	CD19_HUMAN	B-lymphocyte antigen CD19 (B-lymphocyte surface antigen B4) (Differentiation antigen CD19) (T-cell surface antigen Leu-12) (CD antigen CD19)	CD19	CD19
Q96BR5	COA7_HUMAN	Cytochrome c oxidase assembly factor 7 (Beta-lactamase hcp-like protein) (Respiratory chain assembly factor 1) (Sel1 repeat-containing protein 1)	COA7 C1orf163 RESA1 SELRC1	COA7
O75175	CNOT3_HUMAN	CCR4-NOT transcription complex subunit 3 (CCR4-associated factor 3) (Leukocyte receptor cluster member 2)	CNOT3 KIAA0691 LENG2 NOT3	CNOT3
P58418	CLRN1_HUMAN	Clarin-1 (Usher syndrome type-3 protein)	CLRN1 USH3A	CLRN1
P02462	CO4A1_HUMAN	Collagen alpha-1(IV) chain [Cleaved into: Arresten]	COL4A1	COL4A1
Q07065	CKAP4_HUMAN	Cytoskeleton-associated protein 4 (63-kDa cytoskeleton-linking membrane protein) (Climp-63) (p63)	CKAP4	CKAP4
P10909	CLUS_HUMAN	Clusterin (Aging-associated gene 4 protein) (Apolipoprotein J) (Apo-J) (Complement cytolysis inhibitor) (CLI) (Complement-associated protein SP-40,40) (Ku70-binding protein 1) (NA1/NA2) (Sulfated glycoprotein 2) (SGP-2) (Testosterone-repressed prostate message 2) (TRPM-2) [Cleaved into: Clusterin beta chain (ApoJalpha) (Complement cytolysis inhibitor a chain); Clusterin alpha chain (ApoJbeta) (Complement cytolysis inhibitor b chain)]	CLU APOJ CLI KUB1 AAG4	CLU
Q15021	CND1_HUMAN	Condensin complex subunit 1 (Chromosome condensation-related SMC-associated protein 1) (Chromosome-associated protein D2) (hCAP-D2) (Non-SMC condensin I complex subunit D2) (XCAP-D2 homolog)	NCAPD2 CAPD2 CNAP1 KIAA0159	NCAPD2
P49760	CLK2_HUMAN	Dual specificity protein kinase CLK2 (EC 2.7.12.1) (CDC-like kinase 2)	CLK2	CLK2
Q8TAV5	CK045_HUMAN	Putative uncharacterized protein C11orf45	C11orf45	C11orf45
Q96CD2	COAC_HUMAN	Phosphopantothenoylcysteine decarboxylase (PPC-DC) (EC 4.1.1.36) (CoaC)	PPCDC COAC MDS018 UNQ9365/PRO34154	PPCDC
Q9H6B4	CLMP_HUMAN	CXADR-like membrane protein (Adipocyte adhesion molecule) (Coxsackie- and adenovirus receptor-like membrane protein) (CAR-like membrane protein)	CLMP ACAM ASAM UNQ318/PRO363	CLMP
Q6UXG3	CLM9_HUMAN	CMRF35-like molecule 9 (CLM-9) (CD300 antigen-like family member G) (Triggering receptor expressed on myeloid cells 4) (TREM-4) (CD antigen CD300g)	CD300LG CLM9 TREM4 UNQ422/PRO846	CD300LG
Q8WW14	CJ082_HUMAN	Uncharacterized protein C10orf82	C10orf82	C10orf82
Q86X83	COMD2_HUMAN	COMM domain-containing protein 2	COMMD2 HSPC042 My004	COMMD2
Q6UWD8	CP054_HUMAN	Transmembrane protein C16orf54	C16orf54 UNQ9389/PRO34280	C16orf54
Q14406	CSHL_HUMAN	Chorionic somatomammotropin hormone-like 1 (Chorionic somatomammotropin-like) (Lactogen-like)	CSHL1 CSHP1 CSL	CSHL1
Q8WXF5	CRGN_HUMAN	Gamma-crystallin N (Gamma-N-crystallin)	CRYGN	CRYGN
P20853	CP2A7_HUMAN	Cytochrome P450 2A7 (EC 1.14.14.1) (CYPIIA7) (Cytochrome P450 IIA4)	CYP2A7	CYP2A7
Q9ULV4	COR1C_HUMAN	Coronin-1C (Coronin-3) (hCRNN4)	CORO1C CRN2 CRNN4	CORO1C
Q8WXD9	CSKI1_HUMAN	Caskin-1 (CASK-interacting protein 1)	CASKIN1 KIAA1306	CASKIN1
